@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Acoustic_guitar,Applause,Bark,Bass_drum,Burping_or_eructation,Bus,Cello,Chime,Clarinet,Computer_keyboard,Cough,Cowbell,Double_bass,Drawer_open_or_close,Electric_piano,Fart,Finger_snapping,Fireworks,Flute,Glockenspiel,Gong,Gunshot_or_gunfire,Harmonica,Hi-hat,Keys_jangling,Knock,Laughter,Meow,Microwave_oven,Oboe,Saxophone,Scissors,Shatter,Snare_drum,Squeak,Tambourine,Tearing,Telephone,Trumpet,Violin_or_fiddle,Writing}

@DATA
0.149992,0.002394,2.955195,0.238876,0.218462,1.386638,0.001709,0.243758,-27.108941,-0.381445,-0.772320,0.287584,-0.353315,0.048582,-0.176877,0.021474,-0.034460,-0.020463,-0.079741,-0.118201,-0.037481,0.006393,0.005411,0.008005,0.005441,0.007598,0.005826,0.008494,0.004131,0.004674,0.007269,0.007737,0.005582,0.004313,0.034016,0.001825,0.286058,0.036529,0.014908,0.401880,0.000582,0.113197,1.313076,0.499411,0.344609,0.271045,0.199465,0.200098,0.205223,0.209250,0.183990,0.165392,0.173490,0.146086,0.147598,0.003268,0.003140,0.005860,0.003226,0.005699,0.004535,0.007498,0.002985,0.002977,0.005257,0.006008,0.003408,0.002672,Applause
0.093886,0.002248,2.771617,0.171407,0.182166,0.910690,0.002471,0.140835,-27.333397,-0.476781,-1.094829,-0.006593,-0.685424,0.012915,-0.319569,0.008958,-0.166694,-0.002721,-0.106415,0.012457,-0.002710,0.006616,0.005587,0.007953,0.006891,0.008004,0.006555,0.008110,0.005611,0.006483,0.006886,0.008301,0.006777,0.004042,0.016279,0.001794,0.432910,0.034333,0.024520,0.327310,0.000789,0.057629,1.546713,0.591776,0.419628,0.336105,0.285750,0.216418,0.203074,0.186159,0.181433,0.178874,0.156682,0.152380,0.136668,0.003443,0.003860,0.005118,0.003838,0.005364,0.003874,0.006992,0.003605,0.003696,0.004949,0.006151,0.003489,0.002293,Applause
0.126960,0.001760,3.000183,0.248790,0.234196,1.464593,0.001490,0.236712,-29.297597,-0.696507,-0.792785,-0.001862,-0.596448,-0.090669,-0.083784,0.072887,-0.072061,-0.036122,-0.030382,-0.060961,-0.035203,0.007770,0.005860,0.014937,0.009186,0.005856,0.005119,0.005138,0.003936,0.004235,0.004935,0.005951,0.004617,0.005401,0.013706,0.000685,0.212448,0.027749,0.014566,0.289386,0.000459,0.077770,1.173509,0.287871,0.243464,0.182660,0.162242,0.165349,0.160544,0.163031,0.149636,0.144093,0.130584,0.115917,0.131444,0.005212,0.003203,0.007371,0.002746,0.005643,0.002991,0.003174,0.002311,0.002429,0.002657,0.003827,0.002391,0.002190,Applause
0.069584,0.044057,3.094994,0.117779,0.136732,0.504809,0.003062,0.098080,-21.910727,-0.073034,-1.409261,0.171623,-0.537644,0.118566,-0.324384,0.061561,-0.034700,0.105422,-0.115193,-0.046310,-0.014757,0.010164,0.008247,0.008005,0.007230,0.006465,0.007471,0.008719,0.006285,0.007663,0.008993,0.010135,0.009330,0.004886,0.004865,0.017371,0.203998,0.014079,0.019002,0.115536,0.000527,0.011373,0.701907,0.330544,0.197489,0.257089,0.193357,0.178875,0.160269,0.160107,0.191807,0.154796,0.148281,0.136620,0.136559,0.006177,0.005083,0.004696,0.003606,0.003194,0.004388,0.005506,0.004231,0.004635,0.005489,0.005697,0.005997,0.001698,Applause
0.102386,0.006708,3.031173,0.185148,0.190752,0.965736,0.003725,0.147074,-25.702082,-0.364455,-0.866424,0.366001,-0.495898,-0.011933,-0.287783,0.053074,0.002503,-0.031867,-0.012496,-0.034276,-0.123745,0.007778,0.006767,0.017987,0.006345,0.006600,0.005007,0.018419,0.004042,0.004978,0.005920,0.006854,0.005831,0.007939,0.015272,0.003261,0.249879,0.022924,0.013945,0.284710,0.003863,0.052871,1.073200,0.438599,0.311172,0.228328,0.207677,0.201098,0.165087,0.164913,0.155024,0.154284,0.137585,0.162710,0.147002,0.005384,0.004079,0.018926,0.003737,0.005143,0.002973,0.018328,0.002383,0.003116,0.003991,0.004285,0.003658,0.006284,Applause
0.094193,0.002696,2.672537,0.174266,0.181851,0.926209,0.002285,0.139177,-26.994519,-0.675939,-1.025896,0.143008,-0.556357,0.045339,-0.222097,-0.032168,-0.099970,-0.046661,-0.061731,-0.013388,-0.079485,0.006179,0.005908,0.008325,0.005963,0.005573,0.005450,0.007259,0.005435,0.005798,0.006493,0.007226,0.005293,0.003457,0.014101,0.002859,0.571550,0.034497,0.025116,0.305520,0.000603,0.058777,1.455853,0.582943,0.430260,0.313298,0.205694,0.235653,0.206914,0.184447,0.169489,0.167395,0.181978,0.161226,0.147619,0.003169,0.003432,0.006220,0.003993,0.003372,0.003106,0.003844,0.003008,0.003622,0.003263,0.004447,0.003304,0.001793,Applause
0.135070,0.172412,2.956184,0.220221,0.196040,1.635809,0.001473,0.238551,-20.622085,-1.022280,-0.160099,0.502219,-0.215936,0.179322,-0.194868,0.027175,-0.021074,0.043842,-0.002812,0.021792,-0.024976,0.004400,0.003821,0.006592,0.003912,0.004471,0.003625,0.004363,0.002613,0.003559,0.004047,0.004345,0.004183,0.002534,0.014503,0.088598,0.162192,0.021509,0.017111,0.204753,0.000323,0.032370,0.872008,0.286127,0.251881,0.253151,0.201038,0.219518,0.204320,0.131172,0.143725,0.175403,0.156839,0.143520,0.118652,0.002681,0.002385,0.004428,0.002051,0.001856,0.002076,0.001757,0.001373,0.001981,0.002842,0.002396,0.002552,0.001053,Applause
0.078902,0.003247,3.039373,0.150293,0.168139,0.710854,0.003005,0.107954,-27.086833,0.177081,-0.703098,0.407939,-0.331753,0.069794,-0.195164,0.011719,-0.067588,-0.003501,-0.053118,0.001291,-0.030106,0.008690,0.005760,0.029677,0.009279,0.011770,0.006163,0.028248,0.003953,0.005845,0.007981,0.012882,0.005724,0.012172,0.011711,0.001336,0.296905,0.020910,0.015696,0.233722,0.000981,0.041344,0.764402,0.429223,0.260871,0.253934,0.185568,0.183671,0.158531,0.160571,0.159300,0.148988,0.138855,0.135847,0.140318,0.006185,0.003475,0.019339,0.008070,0.007066,0.004000,0.014349,0.002540,0.003747,0.004360,0.008484,0.003460,0.005217,Applause
0.079882,0.001925,2.864772,0.156268,0.187426,0.546342,0.003099,0.102336,-28.908226,-0.223987,-1.292503,0.457113,-0.482168,0.170782,-0.165097,0.066905,-0.101168,-0.095668,-0.052052,-0.057085,0.054675,0.005720,0.006481,0.026630,0.009007,0.010497,0.005278,0.022055,0.005492,0.006251,0.006756,0.007258,0.005337,0.009863,0.018904,0.002251,0.522426,0.038122,0.033042,0.253632,0.001306,0.029662,1.907051,0.470848,0.303656,0.248171,0.238873,0.230619,0.270094,0.207264,0.189094,0.187741,0.152541,0.158932,0.168578,0.003070,0.004468,0.023103,0.006178,0.008254,0.002955,0.019550,0.003810,0.004214,0.004367,0.004385,0.003572,0.007090,Applause
0.087132,0.001856,3.001998,0.150257,0.158965,0.847956,0.002654,0.117799,-27.515843,-0.084285,-0.595911,0.344917,-0.323618,0.166080,-0.197889,0.048346,-0.090134,0.036160,-0.029365,0.036905,0.010725,0.007442,0.005210,0.018148,0.007899,0.010782,0.007235,0.018806,0.004445,0.005964,0.007623,0.014220,0.005055,0.008613,0.012209,0.001266,0.376979,0.015304,0.014355,0.199161,0.001104,0.026646,0.732061,0.423787,0.263374,0.185973,0.188140,0.185894,0.180416,0.164056,0.170866,0.152882,0.145947,0.161472,0.126774,0.004841,0.003205,0.010637,0.005917,0.007148,0.004821,0.013817,0.003214,0.005005,0.005080,0.010802,0.003077,0.004533,Applause
0.372827,0.005579,3.061275,0.264749,0.244245,1.121339,0.001804,0.446017,-27.032631,0.039195,-0.661359,0.190183,-0.468548,0.092773,-0.267869,0.038968,-0.140112,-0.081378,-0.069513,-0.035586,-0.044072,0.004895,0.004245,0.005430,0.005507,0.005042,0.005194,0.004967,0.003731,0.004193,0.004921,0.005148,0.004242,0.002562,0.056191,0.002429,0.229348,0.036466,0.017904,0.255581,0.000646,0.104396,1.160622,0.387955,0.252652,0.189501,0.187872,0.157073,0.145244,0.146126,0.147343,0.132671,0.134733,0.127401,0.127733,0.002662,0.002430,0.002633,0.003111,0.002563,0.002654,0.002349,0.002550,0.002482,0.002456,0.003109,0.002788,0.000782,Applause
0.153772,0.003692,2.996183,0.263920,0.240623,1.537450,0.001342,0.271247,-28.613742,-0.534391,-0.698140,0.200111,-0.407635,-0.005217,-0.053599,-0.010849,-0.104819,0.003501,0.097398,-0.006301,-0.021894,0.004794,0.004609,0.009426,0.005786,0.007195,0.005980,0.006806,0.004221,0.005238,0.005368,0.006011,0.004019,0.003627,0.032808,0.001547,0.293015,0.037267,0.016719,0.389116,0.000409,0.102757,1.621027,0.340691,0.316682,0.255044,0.198184,0.179021,0.179689,0.147656,0.167542,0.162555,0.162923,0.136466,0.130595,0.002491,0.002722,0.007721,0.003163,0.006621,0.003505,0.003753,0.002608,0.002738,0.002914,0.004978,0.002319,0.002361,Applause
0.092836,0.004204,3.000168,0.168031,0.182170,0.796566,0.002224,0.117877,-26.510723,-0.442731,-0.991119,0.435807,-0.449038,0.113338,-0.235376,0.084253,0.008888,-0.011518,0.001462,-0.076290,-0.032044,0.007699,0.007694,0.009946,0.006257,0.006109,0.005881,0.015720,0.004653,0.004898,0.006103,0.007561,0.006877,0.006222,0.012441,0.002350,0.280628,0.017621,0.013071,0.202110,0.000730,0.027299,1.195181,0.362741,0.255390,0.231587,0.185063,0.174321,0.180007,0.150194,0.140492,0.139875,0.144655,0.160633,0.145969,0.004273,0.004270,0.006814,0.003311,0.004142,0.003908,0.021547,0.002815,0.002736,0.003550,0.004279,0.004092,0.006079,Applause
0.089345,0.011490,3.133053,0.135572,0.137766,0.873576,0.002443,0.119446,-25.050844,-0.962167,-0.979447,0.123210,-0.656558,-0.164218,-0.564747,-0.158000,-0.308474,-0.045795,-0.173189,-0.061485,-0.093162,0.006322,0.006229,0.006645,0.006915,0.006827,0.006798,0.006284,0.004921,0.005806,0.005611,0.005992,0.005970,0.003570,0.005516,0.004042,0.123431,0.010585,0.015224,0.119526,0.000342,0.007817,0.799068,0.326998,0.233907,0.196555,0.179331,0.182038,0.182377,0.162550,0.158648,0.136918,0.143710,0.135483,0.131283,0.003348,0.003759,0.003668,0.003366,0.003370,0.003120,0.003151,0.002740,0.003696,0.003364,0.004008,0.003385,0.001179,Applause
0.101829,0.002973,3.139390,0.169531,0.179255,0.919048,0.002210,0.131155,-28.028636,-0.514319,-1.057652,0.119194,-0.407615,-0.071293,-0.227491,-0.053579,-0.023020,-0.013241,-0.117784,-0.028074,-0.032371,0.007217,0.006438,0.010876,0.006548,0.006686,0.006677,0.009214,0.004917,0.006588,0.008605,0.008278,0.006213,0.005001,0.024173,0.001650,0.210216,0.027734,0.021207,0.260629,0.000522,0.034785,1.212617,0.457325,0.283458,0.248952,0.199913,0.194498,0.174201,0.170683,0.164261,0.160532,0.144964,0.150748,0.142935,0.004541,0.004361,0.006766,0.003941,0.004027,0.005121,0.006959,0.003283,0.004540,0.005060,0.005204,0.003763,0.002163,Applause
0.066340,0.008811,3.127908,0.157695,0.182057,0.590192,0.009093,0.090327,-25.184701,0.153740,-0.498363,0.619378,-0.134463,0.356667,0.004726,0.205572,-0.045212,-0.011316,0.023125,0.038020,0.048043,0.004284,0.003131,0.011894,0.003819,0.064225,0.003240,0.052631,0.002617,0.002642,0.003456,0.005402,0.003050,0.024930,0.021665,0.004915,0.107948,0.023861,0.016610,0.254091,0.009195,0.042238,0.711932,0.340383,0.244180,0.188236,0.172553,0.155391,0.148459,0.153820,0.139735,0.124877,0.135552,0.126701,0.129461,0.002819,0.002493,0.008440,0.002578,0.041457,0.002257,0.043807,0.002072,0.001722,0.002503,0.004161,0.002559,0.011716,Applause
0.116080,0.000643,2.995538,0.227383,0.223135,1.294656,0.001566,0.198139,-30.035390,-0.363397,-0.882792,0.013233,-0.506079,-0.110198,-0.058148,-0.015908,-0.099878,-0.027878,0.011163,-0.013292,-0.052418,0.005873,0.005483,0.007679,0.007337,0.008723,0.006620,0.006948,0.005590,0.005833,0.006185,0.006433,0.005309,0.003840,0.017601,0.000294,0.292887,0.034544,0.019378,0.304014,0.000329,0.075931,1.480271,0.338200,0.290395,0.229009,0.178151,0.175326,0.149399,0.141989,0.151430,0.165912,0.158592,0.154845,0.152336,0.003644,0.003070,0.004546,0.004291,0.008834,0.003159,0.003962,0.003319,0.002934,0.003536,0.003572,0.003022,0.002667,Applause
0.118103,0.050533,3.181254,0.150077,0.122218,1.078622,0.002809,0.150889,-25.522366,-3.033655,-0.460177,0.717981,-0.699748,-0.415458,-0.060469,0.211689,0.167575,0.110637,0.039938,-0.148588,-0.131021,0.004236,0.005307,0.005124,0.003075,0.003204,0.004268,0.001657,0.003950,0.005022,0.003360,0.002500,0.001981,0.003090,0.036860,0.019100,0.187248,0.029909,0.033553,0.207836,0.000674,0.026778,2.442895,0.640766,0.318009,0.249300,0.243684,0.265496,0.159773,0.145820,0.151055,0.153917,0.146488,0.160589,0.129360,0.003124,0.004298,0.004527,0.002341,0.002197,0.002859,0.001535,0.003284,0.004024,0.002984,0.001656,0.001612,0.001212,Applause
0.137048,0.000821,3.029338,0.259786,0.236520,1.611457,0.001183,0.262042,-29.366812,-1.025871,-0.949362,0.035870,-0.506915,-0.093154,-0.112522,0.020472,-0.086301,-0.001395,0.004007,-0.028310,-0.047786,0.004747,0.004787,0.006024,0.005513,0.004653,0.004774,0.005482,0.004375,0.004836,0.005922,0.005118,0.004334,0.002831,0.012999,0.000374,0.257592,0.029078,0.014453,0.241836,0.000174,0.076708,0.790807,0.266001,0.208884,0.193207,0.176473,0.149354,0.155821,0.152146,0.137009,0.145368,0.131933,0.142473,0.127640,0.002466,0.002700,0.003145,0.003012,0.002553,0.002809,0.002968,0.002466,0.002602,0.003703,0.002744,0.002330,0.001039,Applause
0.119456,0.001215,3.079260,0.235168,0.228412,1.337806,0.001439,0.219438,-29.586357,-0.735499,-1.157063,-0.126842,-0.535336,-0.086072,-0.010345,-0.069648,-0.149080,-0.066153,-0.037529,-0.046178,-0.060233,0.005499,0.006670,0.005794,0.006781,0.005950,0.006427,0.007065,0.005519,0.006791,0.005460,0.005314,0.004473,0.003670,0.012194,0.000609,0.210682,0.026514,0.015304,0.237218,0.000281,0.068854,1.559516,0.309455,0.219357,0.173530,0.192339,0.197090,0.197082,0.181587,0.192087,0.158797,0.161611,0.158656,0.157465,0.004248,0.004503,0.002971,0.004539,0.003327,0.004150,0.004085,0.003194,0.004643,0.003176,0.003188,0.003232,0.001771,Applause
0.093942,0.002518,3.159431,0.157944,0.166092,0.879553,0.002143,0.134655,-27.826238,0.131138,-0.581758,0.355099,-0.257941,0.085555,-0.171164,0.018437,-0.039743,0.002674,-0.035714,-0.007834,-0.011358,0.008851,0.006185,0.014997,0.011402,0.010417,0.006932,0.015381,0.004407,0.005389,0.010535,0.011364,0.005808,0.006928,0.018478,0.001016,0.174043,0.018433,0.013482,0.214758,0.000421,0.033052,0.727086,0.336664,0.229558,0.201666,0.184647,0.170953,0.169280,0.159627,0.153398,0.158778,0.149209,0.130581,0.137406,0.005011,0.003608,0.007044,0.007890,0.006087,0.004470,0.007592,0.002777,0.003281,0.007180,0.006397,0.003340,0.002499,Applause
0.141510,0.000741,2.942195,0.259008,0.237510,1.598735,0.001281,0.276097,-29.965195,-0.669710,-0.770924,0.070683,-0.498527,-0.024451,-0.089897,0.061795,-0.056287,-0.033843,0.015533,-0.008673,-0.073996,0.005609,0.005847,0.007081,0.006391,0.005689,0.005006,0.006077,0.004427,0.004708,0.006265,0.005624,0.004067,0.003229,0.030750,0.000641,0.329419,0.036064,0.018115,0.346759,0.000349,0.095614,1.924061,0.419349,0.265907,0.198692,0.198365,0.181789,0.173588,0.176489,0.159689,0.157524,0.136551,0.146150,0.154019,0.003530,0.004253,0.004350,0.003691,0.002739,0.003058,0.003664,0.002739,0.002446,0.004420,0.003256,0.001800,0.001377,Applause
0.108359,0.001669,2.643768,0.220898,0.236127,0.937114,0.002761,0.157212,-28.004501,0.135423,-0.653758,0.353868,-0.298743,0.026446,-0.136565,-0.058402,-0.044240,0.090028,0.034137,-0.011046,0.026089,0.006087,0.005051,0.042367,0.005351,0.008933,0.006552,0.041306,0.004425,0.005619,0.006031,0.008296,0.005899,0.016855,0.024769,0.001674,0.639163,0.035690,0.017693,0.389713,0.001955,0.100336,1.872403,0.489152,0.465502,0.295931,0.329359,0.257686,0.221235,0.221238,0.186667,0.183564,0.149969,0.187651,0.143648,0.003725,0.003102,0.035560,0.003551,0.006478,0.003621,0.031828,0.003053,0.003263,0.003349,0.004604,0.003691,0.011704,Applause
0.078571,0.003894,2.940995,0.142840,0.171418,0.482774,0.003070,0.101355,-26.208453,0.002444,-1.328074,0.093701,-0.713632,0.180149,-0.288328,-0.113538,-0.070574,-0.047293,-0.195275,-0.153695,-0.112007,0.010679,0.007246,0.007726,0.007520,0.006910,0.006184,0.006954,0.007413,0.010521,0.008519,0.008866,0.009089,0.006061,0.030980,0.002115,0.379490,0.028548,0.024758,0.181822,0.000853,0.037877,0.928592,0.318542,0.326254,0.214174,0.209816,0.187011,0.176223,0.179636,0.182197,0.192221,0.177977,0.168009,0.164735,0.007782,0.005097,0.004852,0.004501,0.004997,0.003391,0.003962,0.005249,0.007915,0.005745,0.005177,0.006596,0.003105,Applause
0.114360,0.004099,2.251254,0.203833,0.199418,1.142838,0.001821,0.187406,-26.028383,-0.868384,-1.443256,-0.004205,-0.628062,-0.170186,-0.296591,0.092907,0.113134,0.059344,-0.054337,0.019821,0.020644,0.007265,0.006368,0.006973,0.006642,0.006176,0.004795,0.005111,0.003690,0.005242,0.005908,0.007194,0.007013,0.003296,0.020717,0.003265,0.659374,0.033418,0.020842,0.375544,0.000453,0.081686,1.679515,0.450251,0.462418,0.270990,0.238789,0.256961,0.242756,0.252530,0.187972,0.194440,0.154659,0.153922,0.146289,0.004085,0.003536,0.004064,0.003292,0.003439,0.002280,0.002918,0.001944,0.002920,0.003266,0.004159,0.004004,0.001080,Applause
0.128761,0.000960,2.656232,0.235823,0.232585,1.207908,0.002030,0.198583,-29.060035,-0.398729,-0.603176,0.275499,-0.509496,0.043281,-0.256193,-0.112701,-0.143352,0.019152,0.002746,-0.014851,-0.013685,0.005305,0.004669,0.019286,0.006686,0.008554,0.005391,0.023824,0.003989,0.005320,0.005951,0.007547,0.004770,0.008976,0.021201,0.001043,0.573679,0.028030,0.014404,0.307809,0.001383,0.090330,1.324141,0.466633,0.268224,0.274834,0.232833,0.227815,0.179008,0.167032,0.177325,0.151424,0.143586,0.147596,0.146529,0.002828,0.002204,0.016740,0.002297,0.005374,0.002701,0.007851,0.002499,0.003102,0.002719,0.004655,0.003252,0.004908,Applause
0.127426,0.004760,2.916358,0.198303,0.187477,1.245274,0.002004,0.190915,-26.141745,-0.310435,-0.905285,-0.146837,-0.570825,-0.118791,-0.450432,-0.118769,-0.247463,-0.057637,-0.142161,-0.116712,-0.116610,0.007373,0.006294,0.008580,0.008179,0.007326,0.007696,0.006713,0.005880,0.006856,0.006689,0.006802,0.006319,0.004474,0.017096,0.003017,0.369746,0.021567,0.013873,0.247399,0.000511,0.072044,1.121944,0.471503,0.354394,0.279229,0.246508,0.208295,0.183560,0.201160,0.195365,0.162854,0.172784,0.157134,0.155176,0.004584,0.003867,0.004791,0.005990,0.005812,0.006112,0.004030,0.004059,0.004590,0.004272,0.004205,0.004193,0.002144,Applause
0.091186,0.008771,3.132684,0.141811,0.142987,0.902130,0.002399,0.124387,-25.782831,-0.893867,-0.930510,0.075295,-0.678707,-0.273986,-0.596042,-0.128070,-0.209295,-0.063377,-0.167597,-0.053103,-0.084485,0.006637,0.006837,0.007455,0.007270,0.007850,0.005687,0.006023,0.003851,0.005392,0.006210,0.006507,0.005791,0.004022,0.008107,0.003717,0.212237,0.017558,0.019900,0.148377,0.000385,0.020027,1.129237,0.337528,0.267870,0.220565,0.211371,0.178153,0.196275,0.171375,0.164934,0.158644,0.134706,0.151466,0.132618,0.003554,0.004506,0.004143,0.004627,0.006446,0.003179,0.003686,0.002661,0.003816,0.003557,0.003705,0.003422,0.001950,Applause
0.106222,0.072816,2.760900,0.200696,0.191729,1.273482,0.005769,0.182981,-25.593684,-1.081044,-0.302125,0.405270,-0.404071,0.111408,-0.348896,0.025598,-0.104594,0.046404,-0.054080,-0.051308,-0.052036,0.004099,0.003929,0.005059,0.004212,0.024789,0.003099,0.003247,0.002540,0.002911,0.003833,0.003420,0.003339,0.007665,0.024764,0.041985,0.386473,0.034994,0.039406,0.364240,0.006529,0.061353,2.513345,0.551339,0.407198,0.301740,0.269016,0.200764,0.243236,0.192238,0.218732,0.175399,0.178817,0.192674,0.127902,0.003212,0.003458,0.003141,0.002541,0.019111,0.001652,0.001994,0.001906,0.001699,0.002513,0.002032,0.002131,0.005316,Applause
0.191124,0.000829,2.867874,0.298744,0.252146,1.631743,0.001315,0.204152,-32.386343,-0.153798,-0.388049,0.109636,-0.316515,-0.028283,-0.039592,-0.040704,-0.076919,-0.013547,0.026351,-0.015989,-0.052179,0.005905,0.003939,0.012968,0.006149,0.006962,0.006967,0.008910,0.003458,0.006226,0.007648,0.006581,0.004281,0.004866,0.028675,0.000569,0.391480,0.045002,0.016542,0.395951,0.000328,0.111128,1.543415,0.438448,0.339729,0.185877,0.157014,0.163808,0.188858,0.190498,0.140365,0.155073,0.151071,0.152426,0.142367,0.004302,0.002278,0.007741,0.004336,0.003970,0.005087,0.005439,0.001932,0.004147,0.005016,0.004331,0.002917,0.002185,Applause
0.166686,0.000656,2.893522,0.289955,0.256356,1.543010,0.001731,0.305978,-31.809859,0.505404,-0.193568,0.182494,-0.401175,-0.059073,-0.041157,0.073167,-0.036646,0.030048,0.054180,-0.008570,-0.059252,0.009238,0.004952,0.016476,0.006986,0.007876,0.006628,0.010260,0.003770,0.005870,0.015993,0.011397,0.007340,0.008327,0.050194,0.000482,0.323606,0.047164,0.017385,0.543474,0.000454,0.141319,1.447934,0.425184,0.288504,0.280464,0.238965,0.194907,0.181417,0.176443,0.142882,0.164510,0.165630,0.164708,0.134855,0.005787,0.003505,0.010934,0.004262,0.004912,0.004449,0.006333,0.002546,0.003986,0.013383,0.008391,0.005487,0.004864,Applause
0.100454,0.029735,3.108743,0.155186,0.151092,1.047656,0.002106,0.138997,-23.528719,-2.517518,-1.800608,-0.458988,-0.540111,0.219925,0.010238,0.182121,0.068432,0.064291,-0.003358,-0.014349,-0.022355,0.005357,0.005516,0.005295,0.004762,0.004235,0.004989,0.003813,0.004405,0.004409,0.004997,0.005316,0.004638,0.002857,0.006691,0.009522,0.139897,0.010805,0.013219,0.134143,0.000397,0.015507,0.552721,0.517592,0.465964,0.348347,0.266100,0.176810,0.162158,0.126254,0.156951,0.172399,0.148170,0.136746,0.115636,0.003367,0.004017,0.003173,0.002516,0.002743,0.002220,0.002489,0.002743,0.002786,0.002991,0.003741,0.002238,0.001004,Applause
0.169592,0.000393,2.796311,0.277507,0.244212,1.542899,0.001399,0.199106,-32.534580,0.158415,-0.206782,0.195650,-0.353676,-0.028423,-0.011021,-0.025082,-0.123500,-0.013520,0.068398,0.008153,-0.045650,0.005942,0.004237,0.014080,0.007919,0.008846,0.008810,0.011137,0.003833,0.006008,0.007680,0.008402,0.004584,0.005450,0.029699,0.000347,0.487134,0.043586,0.017467,0.374593,0.000430,0.082386,1.429555,0.380170,0.316445,0.311279,0.207909,0.173772,0.192221,0.188264,0.182665,0.146968,0.150306,0.146389,0.155795,0.003409,0.002135,0.006297,0.006305,0.005685,0.006739,0.006316,0.002243,0.003441,0.004044,0.005058,0.004373,0.002548,Applause
0.082065,0.006294,3.102606,0.130955,0.147201,0.590490,0.002649,0.102818,-26.092062,-0.608887,-1.295445,0.300773,-0.575044,0.018756,-0.264411,0.054823,-0.018462,0.028789,0.015604,0.044555,0.023940,0.007610,0.006971,0.007704,0.007072,0.005525,0.006113,0.006419,0.004822,0.006355,0.006548,0.007794,0.006521,0.003804,0.016675,0.003256,0.133609,0.019943,0.019299,0.164344,0.000463,0.013194,1.420452,0.270482,0.244029,0.186139,0.169012,0.146949,0.161123,0.141293,0.151458,0.132862,0.129490,0.127392,0.112596,0.003400,0.003905,0.004200,0.004411,0.003238,0.003101,0.003232,0.003057,0.003323,0.004242,0.004325,0.003866,0.001140,Applause
